mrun,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO
19782.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,100,IP INACAP,INGENIERIA ELECTRICA,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
19829.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,MANTENIMIENTO INDUSTRIAL,Metropolitana,SANTIAGO,MACUL,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
19830.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Metropolitana,CORDILLERA,PUENTE ALTO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
20354.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,ADMINISTRACION DE EMPRESAS,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins
20359.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,9,UNIVERSIDAD DEL ALBA,MEDICINA,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
20412.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,TECNICO EN ENFERMERIA,Los Lagos,LLANQUIHUE,PUERTO MONTT,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Los Lagos
21216.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,4,UNIVERSIDAD CENTRAL DE CHILE,INGENIERIA CIVIL EN COMPUTACION E INFORMATICA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
22367.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TECNICO EN ADMINISTRACION PUBLICA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),La Araucanía
22526.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,84,UNIVERSIDAD DE LOS LAGOS,TECNICO DEPORTIVO UNIVERSITARIO,Los Lagos,LLANQUIHUE,PUERTO MONTT,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Los Lagos
22789.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,INGENIERIA COMERCIAL,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
23121.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,629,CFT PUCV,TECNICO EN ENFERMERIA,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Valparaíso
