mrun,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO
6510.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TRABAJO SOCIAL,Valparaíso,SAN ANTONIO,SAN ANTONIO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Valparaíso
6525.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,INGENIERIA EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Metropolitana,SANTIAGO,MAIPU,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
6700.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,117,IP IACC,TECNICO DE NIVEL SUPERIOR EN CIBERSEGURIDAD,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
6992.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO TOPOGRAFO,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
6994.0,35 a 39 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,117,IP IACC,TECNICO DE NIVEL SUPERIOR EN CONTROL INDUSTRIAL,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
7099.0,25 a 29 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,152,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,TRABAJO SOCIAL,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
7175.0,25 a 29 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,629,CFT PUCV,TECNICO EN MANTENCION INDUSTRIAL,Valparaíso,QUILLOTA,QUILLOTA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Valparaíso
7182.0,35 a 39 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Metropolitana,SANTIAGO,CONCHALI,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
7313.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,218,CFT DE ENAC,TECNICO EN ODONTOLOGIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
7399.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,94,UNIVERSIDAD CATOLICA DE TEMUCO,TRABAJO SOCIAL,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),La Araucanía
